,Date,State,Cases
565,2020-06-26,Arkansas,587.0
566,2020-06-27,Arkansas,595.4285714285714
567,2020-06-28,Arkansas,608.1428571428571
568,2020-06-29,Arkansas,596.2857142857143
569,2020-06-30,Arkansas,585.5714285714286
570,2020-07-01,Arkansas,546.0
571,2020-07-02,Arkansas,573.2857142857143
572,2020-07-03,Arkansas,554.5714285714286
573,2020-07-04,Arkansas,557.0
574,2020-07-05,Arkansas,570.8571428571429
575,2020-07-06,Arkansas,570.8571428571429
576,2020-07-07,Arkansas,533.5714285714286
577,2020-07-08,Arkansas,578.4285714285714
578,2020-07-09,Arkansas,568.1428571428571
579,2020-07-10,Arkansas,597.2857142857143
580,2020-07-11,Arkansas,665.0
581,2020-07-12,Arkansas,650.4285714285714
582,2020-07-13,Arkansas,669.4285714285714
583,2020-07-14,Arkansas,757.1428571428571
584,2020-07-15,Arkansas,721.5714285714286
585,2020-07-16,Arkansas,723.1428571428571
586,2020-07-17,Arkansas,708.4285714285714
587,2020-07-18,Arkansas,667.0
588,2020-07-19,Arkansas,694.4285714285714
589,2020-07-20,Arkansas,712.5714285714286
590,2020-07-21,Arkansas,691.8571428571429
591,2020-07-22,Arkansas,707.0
592,2020-07-23,Arkansas,735.0
593,2020-07-24,Arkansas,783.8571428571429
594,2020-07-25,Arkansas,778.2857142857143
595,2020-07-26,Arkansas,770.7142857142857
596,2020-07-27,Arkansas,788.5714285714286
597,2020-07-28,Arkansas,789.4285714285714
598,2020-07-29,Arkansas,817.4285714285714
599,2020-07-30,Arkansas,785.7142857142857
600,2020-07-31,Arkansas,751.7142857142857
601,2020-08-01,Arkansas,741.7142857142857
602,2020-08-02,Arkansas,741.0
603,2020-08-03,Arkansas,735.7142857142857
604,2020-08-04,Arkansas,742.8571428571429
605,2020-08-05,Arkansas,760.7142857142857
606,2020-08-06,Arkansas,752.7142857142857
607,2020-08-07,Arkansas,789.7142857142857
608,2020-08-08,Arkansas,805.4285714285714
609,2020-08-09,Arkansas,796.1428571428571
610,2020-08-10,Arkansas,775.8571428571429
611,2020-08-11,Arkansas,718.5714285714286
612,2020-08-12,Arkansas,686.1428571428571
613,2020-08-13,Arkansas,676.8571428571429
614,2020-08-14,Arkansas,621.8571428571429
615,2020-08-15,Arkansas,454.42857142857144
616,2020-08-16,Arkansas,468.85714285714283
617,2020-08-17,Arkansas,435.57142857142856
618,2020-08-18,Arkansas,439.42857142857144
619,2020-08-19,Arkansas,445.7142857142857
620,2020-08-20,Arkansas,428.42857142857144
621,2020-08-21,Arkansas,465.7142857142857
622,2020-08-22,Arkansas,601.0
623,2020-08-23,Arkansas,558.4285714285714
624,2020-08-24,Arkansas,545.2857142857143
625,2020-08-25,Arkansas,555.2857142857143
626,2020-08-26,Arkansas,543.8571428571429
627,2020-08-27,Arkansas,568.5714285714286
628,2020-08-28,Arkansas,561.5714285714286
629,2020-08-29,Arkansas,597.0
630,2020-08-30,Arkansas,611.7142857142857
631,2020-08-31,Arkansas,618.5714285714286
632,2020-09-01,Arkansas,589.0
633,2020-09-02,Arkansas,584.1428571428571
634,2020-09-03,Arkansas,619.4285714285714
635,2020-09-04,Arkansas,656.0
636,2020-09-05,Arkansas,616.0
637,2020-09-06,Arkansas,645.8571428571429
638,2020-09-07,Arkansas,643.2857142857143
639,2020-09-08,Arkansas,646.2857142857143
640,2020-09-09,Arkansas,613.4285714285714
641,2020-09-10,Arkansas,531.8571428571429
